Longitude;Latitude;geohash;unique_prefix
-87.87;41.98;dp3wb6pp0x15;dp3wb6p
-87.86;41.99;dp3wbsn33xeh;dp3wbsn
-87.88;42.01;dp3wbpxtzxk9;dp3wbpx
-87.86;41.98;dp3wbdnr1x55;dp3wbdn
-87.86;41.98;dp3wbdnr1x55;dp3wbdn
-87.86;41.99;dp3wbsn33xeh;dp3wbsn
-88.06;42.38;dp93h5h9mkf9;dp93h5h
-88.06;42.38;dp93h5h9mkf9;dp93h5h
-88.04;42.05;dp3rhwgnzrcp;dp3rhwg
-88.15;42.02;dp3r41e0hpff;dp3r41e
-88.04;42.05;dp3rhwgnzrcp;dp3rhwg
-88.04;42.05;dp3rhwgnzrcp;dp3rhwg
-88.05;42.05;dp3rhqgyypzp;dp3rhqg
-88.09;42.05;dp3r5qyyfrcz;dp3r5qy
-88.03;42.04;dp3rhv4sb25m;dp3rhv4
-88.14;42.02;dp3r43d2jpuf;dp3r43d
-88.04;42.05;dp3rhwgnzrcp;dp3rhwg
-88.05;42.04;dp3rhm5uy0pj;dp3rhm5
-88.13;42.0;dp3qftcewprn;dp3qftc
-88.04;42.05;dp3rhwgnzrcp;dp3rhwg
-88.05;42.04;dp3rhm5uy0pj;dp3rhm5
-87.88;41.95;dp3w8hz8rwut;dp3w8hz
-87.87;41.96;dp3w8qx48wc0;dp3w8qx
-88.2;41.52;dp3k0yqxx15d;dp3k0yq
-88.2;41.53;dp3k2bq9z0gs;dp3k2bq
-87.75;42.04;dp3x5jnkub1t;dp3x5jn
-87.76;42.01;dp3wfzxjgxr3;dp3wfzx
-87.73;42.04;dp3x5thuyb0j;dp3x5th
-87.75;42.06;dp3x70y3kb99;dp3x70y
-87.75;42.06;dp3x70y3kb99;dp3x70y
-87.71;42.01;dp3wupetbzk3;dp3wupe
-88.34;41.99;dp3nvu0c2zsk;dp3nvu0
-88.34;41.98;dp3nvf0z0zh7;dp3nvf0
-87.6;41.58;dp3sw97th44u;dp3sw97
-89.7;39.77;dp04nzfmn96m;dp04nzf
-89.71;39.75;dp04ns70t906;dp04ns7
-89.71;39.75;dp04ns70t906;dp04ns7
-89.65;39.76;dp04pynfg8cu;dp04pyn
-89.69;39.8;dp04rj3ez3wg;dp04rj3
-89.61;39.8;dp062v7gz9se;dp062v7
-89.65;39.8;dp04rvqgg99g;dp04rvq
-88.26;41.92;dp3nrx718yh3;dp3nrx7
-88.34;41.91;dp3nmv2z2yhr;dp3nmv2
-88.34;41.9;dp3nmg8v0ykk;dp3nmg8
-88.31;41.91;dp3nqmqx7yjp;dp3nqmq
-88.2;42.02;dp3r0cw8ppgd;dp3r0cw
-88.2;42.02;dp3r0cw8ppgd;dp3r0cw
-88.84;41.15;dp2f47hsnh32;dp2f47h
-89.29;39.56;dp0901tj8nv8;dp0901t
-87.79;41.6;dp3sdm1389yb;dp3sdm1
-87.8;41.55;dp3s65cyr9hx;dp3s65c
-88.23;40.11;dp1k0mbceyj1;dp1k0mb
-88.22;40.11;dp1k0tb1syp3;dp1k0tb
-88.2;40.11;dp1k0vy9xn59;dp1k0vy
-87.96;42.24;dp92q3t3z7nb;dp92q3t
-87.97;42.24;dp92q1w1y7hb;dp92q1w
-87.95;42.24;dp92q9scbe10;dp92q9s
-87.94;42.2;dp92nfk0c6m9;dp92nfk
-87.95;42.26;dp92qthy2d9j;dp92qth
-87.98;41.91;dp3qmvqzmq4x;dp3qmvq
-87.98;41.86;dp3qjuqujmdw;dp3qjuq
-88.17;42.36;dp92cxksfhkq;dp92cxk
-88.17;41.8;dp3mc9kwdhs7;dp3mc9k
-88.17;41.8;dp3mc9kwdhs7;dp3mc9k
-87.86;42.41;dp9928w21sgp;dp9928w
-87.8;42.1;dp3xd01fr8s9;dp3xd01
-87.88;42.37;dp9901pxpsk8;dp9901p
-87.9;42.35;dp92zv94tebm;dp92zv9
-88.21;41.91;dp3q2trrqn1r;dp3q2tr
-88.29;42.1;dp3pwbj4mbe9;dp3pwbj
-87.9;41.85;dp3qpf91vt0k;dp3qpf9
-87.9;41.81;dp3mzg30vt0k;dp3mzg3
-87.98;41.81;dp3mvgqbvm4s;dp3mvgq
-88.1;41.83;dp3mgnzt3jxb;dp3mgnz
-88.11;41.89;dp3q71b6bjve;dp3q71b
-88.11;41.87;dp3q5n0q2jt8;dp3q5n0
-88.14;41.86;dp3q4k6kjjsy;dp3q4k6
-88.1;41.84;dp3q50xx9jrf;dp3q50x
-87.91;42.14;dp3rxx3gk3np;dp3rxx3
-87.92;42.15;dp3rz34te9cb;dp3rz34
-87.94;42.15;dp3rychj93v8;dp3rych
-87.94;41.76;dp3mwfhj97vt;dp3mwfh
-87.71;42.08;dp3xkh7tbbuk;dp3xkh7
-87.76;42.08;dp3x6urjg8zk;dp3x6ur
-87.76;42.08;dp3x6urjg8zk;dp3x6ur
-87.7;42.09;dp3xkq6b1bww;dp3xkq6
-87.74;42.11;dp3xe3vstc5d;dp3xe3v
-88.01;41.75;dp3mt2356k1f;dp3mt23
-88.07;41.77;dp3megvruk2w;dp3megv
-88.05;41.77;dp3ms7gzyhrn;dp3ms7g
-88.45;42.31;dp90eq29teyj;dp90eq2
-88.47;41.68;dp3j4gd5ee1y;dp3j4gd
-88.44;41.66;dp3hgrzzndf7;dp3hgrz
-85.66;40.14;dp5h6g223npz;dp5h6g2
-85.65;40.07;dp55fyx8dm3f;dp55fyx
-85.07;41.37;dp7e25jvtqf8;dp7e25j
-86.34;39.76;dp4d5q14u2bs;dp4d5q1
-86.33;39.76;dp4d5w06v0uu;dp4d5w0
-86.4;39.77;dp4d1zvmn13m;dp4d1zv
-86.51;38.86;dnfmp6jrfv5h;dnfmp6j
-86.57;39.17;dnfqy49tubcs;dnfqy49
-86.49;39.16;dnfqzbggscp6;dnfqzbg
-86.5;39.15;dnfqxxh97cjp;dnfqxxh
-86.53;39.17;dnfqyfwvbbuk;dnfqyfw
-86.53;39.15;dnfqwznc2chr;dnfqwzn
-86.5;39.17;dnfqzdstgbvh;dnfqzds
-86.52;39.17;dnfqz4wjcbys;dnfqz4w
-86.39;39.86;dp4df0k9r4et;dp4df0k
-86.33;39.64;dp49e80rtpky;dp49e80
-86.23;39.94;dp4ejyc5r73h;dp4ejyc
-86.13;40.0;dp4g81f0cs7n;dp4g81f
-86.12;40.0;dp4g83c2fkrw;dp4g83c
-86.13;39.96;dp4g246pceep;dp4g246
-86.16;39.97;dp4erkk4nkkb;dp4erkk
-86.16;39.95;dp4er2sjw7uv;dp4er2s
-86.16;39.97;dp4erkk4nkkb;dp4erkk
-86.11;39.96;dp4g2d2xge9z;dp4g2d2
-86.24;39.94;dp4ejwcgq7ku;dp4ejwc
-86.07;39.98;dp4g3qjsrshd;dp4g3qj
-86.16;39.97;dp4erkk4nkkb;dp4erkk
-87.04;41.62;dp6hg2eqhfpk;dp6hg2e
-85.77;38.31;dng1bq05yjz5;dng1bq0
-85.89;39.22;dnfzjebc1fns;dnfzjeb
-85.88;39.22;dnfzjgb1540s;dnfzjgb
-85.9;39.23;dnfzjm9e2cuq;dnfzjm9
-85.95;39.2;dnfzh0jhecv0;dnfzh0j
-87.36;41.43;dp3gsn47hry4;dp3gsn4
-87.51;41.49;dp3u09j0v0uu;dp3u09j
-85.93;41.64;dp6uus7dtf7x;dp6uus7
-85.96;41.69;dp6v5vmvfg50;dp6v5vm
-86.0;41.7;dp6v5p28ng81;dp6v5p2
-85.93;41.7;dp6vhx78jge9;dp6vhx7
-86.01;41.73;dp6v6u9qvewp;dp6v6u9
-86.0;41.73;dp6v7h8wyg8p;dp6v7h8
-85.98;41.71;dp6v73p62equ;dp6v73p
-85.91;41.63;dp6uv4d0rfdm;dp6uv4d
-87.57;38.02;dnc8r336x1g8;dnc8r33
-87.47;37.98;dncb1d4391pf;dncb1d4
-87.49;37.98;dncb1459x314;dncb145
-87.47;37.98;dncb1d4391pf;dncb1d4
-87.49;38.0;dncb1jewp33j;dncb1je
-87.68;37.96;dn9xuy3m5btn;dn9xuy3
-85.92;39.99;dp4gkzfywutg;dp4gkzf
-86.01;39.96;dp4g6f3rvewp;dp4g6f3
-86.0;39.96;dp4g742xyg8p;dp4g742
-86.01;39.93;dp4g4v13jew1;dp4g4v1
-86.01;39.96;dp4g6f3rvewp;dp4g6f3
-86.04;39.96;dp4g647xfetr;dp4g647
-85.92;39.96;dp4gkf6zygtz;dp4gkf6
-85.14;41.18;dp76q8dfyhrn;dp76q8d
-85.01;41.13;dp79cx3xe7uj;dp79cx3
-85.14;41.11;dp73yefgn5x1;dp73yef
-85.06;41.12;dp79bmtjq7ku;dp79bmt
-85.14;41.12;dp73ytdvq5rh;dp73ytd
-85.27;41.07;dp73ess614f5;dp73ess
-85.17;41.17;dp76jyv0e5ym;dp76jyv
-85.15;41.08;dp73wq7sm5ku;dp73wq7
-85.2;41.07;dp73thx604ve;dp73thx
-85.11;41.18;dp76r28fchry;dp76r28
-85.2;41.08;dp73tnrk25ms;dp73tnr
-85.09;41.1;dp73zdp2g7h0;dp73zdp
-85.01;41.13;dp79cx3xe7uj;dp79cx3
-85.14;41.12;dp73ytdvq5rh;dp73ytd
-85.16;41.14;dp76n1k3u5dz;dp76n1k
-85.26;41.03;dp737v791fns;dp737v7
-86.06;39.49;dp4b9svjbtyg;dp4b9sv
-86.07;39.51;dp4bc2tdrts8;dp4bc2t
-85.26;41.03;dp737v791fns;dp737v7
-85.07;41.13;dp79bpmzt7ft;dp79bpm
-85.17;41.14;dp76jcm1g5wr;dp76jcm
-85.28;41.08;dp73eqkurgru;dp73eqk
-85.55;40.48;dp5nm30mh6y5;dp5nm30
-85.86;41.6;dp6uwjn9scz2;dp6uwjn
-85.86;41.57;dp6uqpwducx7;dp6uqpw
-85.81;41.57;dp6urre4f1s7;dp6urre
-86.12;41.75;dp6v82376kpd;dp6v823
-86.18;41.72;dp6tqfvss7yj;dp6tqfv
-86.86;39.64;dp41x2nrxr3n;dp41x2n
-85.77;39.81;dp542r0nn4ph;dp542r0
-86.16;39.62;dp49rks5nrhg;dp49rks
-86.16;39.6;dp49r2unwqub;dp49r2u
-86.16;39.62;dp49rks5nrhg;dp49rks
-86.08;39.61;dp4c34y2yx63;dp4c34y
-86.16;39.63;dp49rqkjqrsu;dp49rqk
-86.13;39.63;dp4c2n6j3xeh;dp4c2n6
-86.12;39.63;dp4c2q3m6rxs;dp4c2q3
-86.16;39.61;dp49r6u0yrkc;dp49r6u
-87.48;41.57;dp3u3re4b1te;dp3u3re
-87.47;41.52;dp3u1w6r91pf;dp3u1w6
-86.26;39.85;dp4dtn7rh60s;dp4dtn7
-86.07;39.91;dp4g13msxehw;dp4g13m
-86.2;39.86;dp4dy2r166xt;dp4dy2r
-86.16;39.77;dp4dprujn3kv;dp4dpru
-86.16;39.77;dp4dprujn3kv;dp4dpru
-86.18;39.78;dp4dqctxk3np;dp4dqct
-86.04;39.8;dp4f6j7ef9t7;dp4f6j7
-86.16;39.76;dp4dpqh4y2uu;dp4dpqh
-86.27;39.73;dp4dhbsh52sn;dp4dhbs
-86.17;39.84;dp4dxhsuvd23;dp4dxhs
-86.08;39.7;dp4cc5nmq8d3;dp4cc5n
-85.99;39.9;dp4fgpxfrg6k;dp4fgpx
-86.11;39.91;dp4g092see1y;dp4g092
-86.07;39.77;dp4f1rvtp9kt;dp4f1rv
-86.04;39.93;dp4g4j594et3;dp4g4j5
-86.05;39.89;dp4fcvu21dg5;dp4fcvu
-86.12;39.87;dp4fb617d6rx;dp4fb61
-86.26;39.91;dp4ej17ks70w;dp4ej17
-86.27;39.73;dp4dhbsh52sn;dp4dhbs
-86.16;39.79;dp4dr7s1w3ub;dp4dr7s
-86.18;39.91;dp4encmss7nn;dp4encm
-86.17;39.78;dp4dr1szm90r;dp4dr1s
-86.1;39.67;dp4c8txykxeu;dp4c8tx
-86.16;39.77;dp4dprujn3kv;dp4dpru
-86.16;39.85;dp4dxqkpn6hu;dp4dxqk
-86.21;39.91;dp4en1ru97jw;dp4en1r
-86.28;39.82;dp4ds9hb63cy;dp4ds9h
-86.16;39.77;dp4dprujn3kv;dp4dpru
-86.15;39.68;dp49xxe2z2nv;dp49xxe
-86.04;39.9;dp4ffped6emk;dp4ffpe
-86.26;39.8;dp4dmj77u38e;dp4dmj7
-86.14;39.87;dp4dzf4g8d3p;dp4dzf4
-86.21;39.91;dp4en1ru97jw;dp4en1r
-86.09;39.85;dp4f8yrpjdnh;dp4f8yr
-86.09;39.9;dp4fbzx4meqh;dp4fbzx
-86.11;39.91;dp4g092see1y;dp4g092
-86.14;39.91;dp4epc6u8e1n;dp4epc6
-86.0;39.77;dp4f5pbtnc2j;dp4f5pb
-86.27;39.88;dp4dugujg7h0;dp4dugu
-86.18;39.66;dp49wgvshry4;dp49wgv
-86.08;39.69;dp4cc1q6yxfr;dp4cc1q
-86.14;39.91;dp4epc6u8e1n;dp4epc6
-86.27;39.73;dp4dhbsh52sn;dp4dhbs
-86.12;39.89;dp4fbmc246ze;dp4fbmc
-86.14;39.91;dp4epc6u8e1n;dp4epc6
-86.16;39.77;dp4dprujn3kv;dp4dpru
-86.16;39.93;dp4epmh1n7sc;dp4epmh
-86.08;39.64;dp4c90nrwx6q;dp4c90n
-86.08;39.67;dp4c9jwqqxdk;dp4c9jw
-86.07;39.91;dp4g13msxehw;dp4g13m
-86.05;39.91;dp4g1ckk9e5n;dp4g1ck
-86.17;39.77;dp4dppuvj92m;dp4dppu
-86.2;39.81;dp4dqrpn46ps;dp4dqrp
-86.15;39.77;dp4dpxgmp3qv;dp4dpxg
-86.29;39.78;dp4dk3tx31pz;dp4dk3t
-86.07;39.88;dp4fc7vtzeh8;dp4fc7v
-86.13;40.44;dp4y01fh1d5h;dp4y01f
-86.92;40.45;dp4nn5dy34xv;dp4nn5d
-86.84;40.41;dp4jzumj33vw;dp4jzum
-86.85;40.42;dp4jzwjz83g2;dp4jzwj
-86.82;40.42;dp4mbq5xe3u0;dp4mbq5
-86.86;40.4;dp4jz6w7p61h;dp4jz6w
-85.98;39.86;dp4fg2r32dwv;dp4fg2r
-86.47;40.04;dp4eb343yvju;dp4eb34
-86.33;40.76;dp4xgs0kjnku;dp4xgs0
-85.67;40.53;dp5ndd30277k;dp5ndd3
-86.44;39.41;dp481n27cuqw;dp481n2
-87.31;41.47;dp3gvjqu38e1;dp3gvjq
-87.32;41.47;dp3guvrs2891;dp3guvr
-87.31;41.47;dp3gvjqu38e1;dp3gvjq
-87.3;41.47;dp3gvmqh62x9;dp3gvmq
-86.89;41.68;dp6jng8es70w;dp6jng8
-86.19;41.72;dp6tqdyke7uj;dp6tqdy
-86.18;41.73;dp6tqutwu7wp;dp6tqut
-86.11;41.67;dp6v09b97d9v;dp6v09b
-86.19;41.72;dp6tqdyke7uj;dp6tqdy
-86.18;41.59;dp6swgjxk3yn;dp6swgj
-86.18;41.71;dp6tqcjdk7qh;dp6tqcj
-85.42;40.19;dp5k8hr59ybb;dp5k8hr
-85.39;40.22;dp5kbcufkz9s;dp5kbcu
-85.41;40.2;dp5k8qnmfxm3;dp5k8qn
-87.51;41.55;dp3u2evnm1hz;dp3u2ev
-87.51;41.57;dp3u2xt4v1sg;dp3u2xt
-85.98;41.44;dp6gerzm2xwu;dp6gerz
-85.84;38.31;dnfcywj5zjge;dnfcywj
-85.84;38.31;dnfcywj5zjge;dnfcywj
-87.39;37.98;dncb56h993jd;dncb56h
-86.0;40.04;dp4gg109yv0h;dp4gg10
-86.03;40.05;dp4gf6fu5szr;dp4gf6f
-86.24;41.69;dp6tjt3vy7hb;dp6tjt3
-86.24;41.7;dp6tjx3bn7sc;dp6tjx3
-86.36;39.72;dp49fyf9f0uk;dp49fyf
-86.3;41.35;dp6ehpw30nms;dp6ehpw
-87.18;41.58;dp6h81mmnf0h;dp6h81m
-87.18;41.55;dp6h25vqqc0p;dp6h25v
-87.17;41.61;dp6h8quezf63;dp6h8qu
-84.85;39.83;dp5dt4y4edrr;dp5dt4y
-86.22;41.05;dp69w0bt867r;dp69w0b
-87.47;41.52;dp3u1w6r91pf;dp3u1w6
-85.74;39.53;dp50bunncjzg;dp50bun
-86.25;41.68;dp6tj7det74w;dp6tj7d
-86.25;41.72;dp6tm6fst7ft;dp6tm6f
-86.23;41.63;dp6svf90r69j;dp6svf9
-86.23;41.63;dp6svf90r69j;dp6svf9
-86.22;41.7;dp6tnp2807e3;dp6tnp2
-86.24;41.63;dp6svd9bq6sv;dp6svd9
-86.22;41.7;dp6tnp2807e3;dp6tnp2
-87.47;41.44;dp3g9xfm3pxu;dp3g9xf
-87.47;41.44;dp3g9xfm3pxu;dp3g9xf
-87.41;39.41;dp1b4ymgzk3n;dp1b4ym
-87.38;39.47;dp1be97c6mx8;dp1be97
-87.41;39.43;dp1b6fjbrkc1;dp1b6fj
-87.09;41.46;dp65f5wczzzz;dp65f5w
-87.03;41.47;dp65gt6sq093;dp65gt6
-85.83;41.24;dp6fwgs2rvxb;dp6fwgs
-85.82;41.25;dp6fxj7f9j64;dp6fxj7
-86.91;40.42;dp4jyq4pd1u2;dp4jyq4
-86.92;40.45;dp4nn5dy34xv;dp4nn5d
-86.9;40.42;dp4jyw1re1y2;dp4jyw1
-86.92;40.42;dp4jyn4z91zb;dp4jyn4
-86.11;40.04;dp4gb909gt1u;dp4gb90
-86.16;40.02;dp4exmkjqkuc;dp4exmk
-86.16;40.02;dp4exmkjqkuc;dp4exmk
-86.35;39.95;dp4e709ve5ym;dp4e709
-86.28;39.95;dp4ek8svd7cv;dp4ek8s
-97.13;37.7;9ydymz047j88;9ydymz0
-101.06;39.36;9ybpum62e7uj;9ybpum6
-97.24;37.72;9ydye4xyzvf7;9ydye4x
-97.24;37.57;9ydveprvpgd3;9ydvepr
-96.22;38.42;9ygdd6nsxqyb;9ygdd6n
-94.92;39.36;9yuxbj32eezm;9yuxbj3
-96.79;39.08;9ygnm6r9t827;9ygnm6r
-100.84;37.98;9yb216499c0f;9yb2164
-99.34;38.87;9ycm5knf4kcz;9ycm5kn
-99.32;38.88;9ycm5vvkkm88;9ycm5vv
-97.92;38.11;9yf2gc8yfej2;9yf2gc8
-97.9;38.07;9yf2s4rmud7c;9yf2s4r
-96.82;39.02;9ygjuz3gfrr9;9ygjuz3
-94.76;39.12;9yuwe9tfebm5;9yuwe9t
-94.83;39.13;9yuwd56uubcs;9yuwd56
-94.83;39.13;9yuwd56uubcs;9yuwd56
-95.25;38.94;9yum88c1fju7;9yum88c
-95.3;38.97;9yujxqk8syz2;9yujxqk
-95.3;38.97;9yujxqk8syz2;9yujxqk
-95.26;38.93;9yum2qcz9n41;9yum2qc
-95.24;38.95;9yum8f8k5nqk;9yum8f8
-95.24;38.97;9yum8y22eny2;9yum8y2
-95.27;38.97;9yum8n688nv8;9yum8n6
-95.29;38.97;9yujxw7bwnc2;9yujxw7
-94.91;39.3;9yux862ehdgg;9yux862
-94.64;38.88;9yutnmvk2jt8;9yutnmv
-94.64;38.92;9yutqmjm2jt8;9yutqmj
-94.74;38.97;9yutsnk2wnc2;9yutsnk
-96.56;39.18;9ygqfsx0hcrm;9ygqfsx
-96.58;39.19;9ygqfq2d6c5p;9ygqfq2
-96.61;39.19;9ygqcw6drc4r;9ygqcw6
-94.69;39.02;9yutvr2ggp29;9yutvr2
-94.67;39.02;9yutvxr7vpkc;9yutvxr
-94.66;39.02;9yutvzqeyp33;9yutvzq
-94.82;38.85;9yut426jtuee;9yut426
-94.76;38.88;9yut5tvu7vt0;9yut5tv
-94.78;38.91;9yut75r71vww;9yut75r
-94.76;38.91;9yut7emg5vtn;9yut7em
-94.76;38.85;9yut58mveut5;9yut58m
-94.76;38.91;9yut7emg5vtn;9yut7em
-94.78;38.84;9yusgnx73uy9;9yusgnx
-94.76;38.86;9yut5djzgvjh;9yut5dj
-95.27;38.59;9yu7814e01mt;9yu7814
-94.69;38.9;9yutm38bgjbe;9yutm38
-94.7;38.93;9yutmncxdnh3;9yutmnc
-94.63;38.96;9yutwskw3npz;9yutwsk
-94.7;38.91;9yutm53e4jsq;9yutm53
-94.72;38.95;9yutsddupyru;9yutsdd
-94.67;38.97;9yuttwr2tnub;9yuttwr
-94.73;38.93;9yutkqgxwyjc;9yutkqg
-94.72;38.89;9yuthxdyxvrf;9yuthxd
-94.67;38.93;9yutmwzrtnhc;9yutmwz
-94.67;38.85;9yutj8rmthsg;9yutj8r
-94.7;38.99;9yutv1ct4ph7;9yutv1c
-94.66;38.91;9yutmgqenj9q;9yutmgq
-94.67;38.91;9yutmer7jjsy;9yutmer
-94.68;38.85;9yutj82jshdg;9yutj82
-94.72;38.95;9yutsddupyru;9yutsdd
-94.7;37.44;9yssvp9xf1s7;9yssvp9
-94.63;38.98;9yuty8hdcnxf;9yuty8h
-94.63;39.0;9yutyesx3nzv;9yutyes
-97.61;38.87;9yft4u4d4hur;9yft4u4
-97.61;38.8;9yfsdz6d6hh6;9yfsdz6
-97.61;38.8;9yfsdz6d6hh6;9yfsdz6
-94.73;39.02;9yutur7eyzmc;9yutur7
-94.84;39.01;9yutcve9eyv0;9yutcve
-94.72;38.99;9yutu9fvpzpg;9yutu9f
-94.76;38.97;9yutewmbeyv0;9yutewm
-94.77;39.01;9yutgmw9enb8;9yutgmw
-95.73;39.05;9ygyjsgd9pry;9ygyjsg
-95.78;39.01;9ygvumx1sqb8;9ygvumx
-95.76;39.04;9ygyhgj8qpxh;9ygyhgj
-95.76;39.01;9ygvuvt9wnz0;9ygvuvt
-95.74;39.03;9ygyj3hq0r57;9ygyj3h
-97.24;37.72;9ydye4xyzvf7;9ydye4x
-97.35;37.65;9ydy0tzzhsgz;9ydy0tz
-97.24;37.74;9ydyenrgry4r;9ydyenr
-97.48;37.68;9ydwmg3jzm1h;9ydwmg3
-97.24;37.69;9ydy7jrbpufr;9ydy7jr
-97.46;37.72;9ydww4xycmve;9ydww4x
-97.43;37.68;9ydwqgmtumnh;9ydwqgm
-97.24;37.66;9ydy5pzcruf3;9ydy5pz
-97.36;37.72;9ydy8d8wgtcg;9ydy8d8
-97.35;37.64;9ydy0spuus7y;9ydy0sp
-97.46;37.72;9ydww4xycmve;9ydww4x
-97.21;37.72;9ydyeftyfvg5;9ydyeft
-97.25;37.69;9ydy7j28nubp;9ydy7j2
-97.46;37.69;9ydwqjrb1kvx;9ydwqjr
-97.26;37.75;9ydyfb1mtwn1;9ydyfb1
-97.39;37.67;9ydwrcdg8s95;9ydwrcd
-97.45;37.69;9ydwqmr04kzx;9ydwqmr
-97.46;37.73;9ydwwhxc1mtw;9ydwwhx
-97.33;37.61;9ydvcnwqns62;9ydvcnw
-97.25;37.68;9ydy752tyv0h;9ydy752
-82.64;38.48;dnv4zmp6hry4;dnv4zmp
-85.47;37.83;dneppndxsx7y;dneppnd
-86.47;36.96;dndd2267wgjy;dndd226
-86.44;37.0;dndd3p8k9gyt;dndd3p8
-86.46;36.99;dndd2tcdrupf;dndd2tc
-86.42;36.95;dndd1qwck56u;dndd1qw
-86.43;37.0;dndd3pxse5bt;dndd3px
-84.69;39.02;dngvbz6egzm1;dngvbz6
-84.42;39.01;dngvyvx1xqyb;dngvyvx
-84.51;39.09;dngykujey0pj;dngykuj
-84.58;39.02;dngvgr6ezp79;dngvgr6
-85.49;38.34;dng4nes4dwj3;dng4nes
-85.84;37.71;dndyw8vhxj7d;dndyw8v
-84.65;38.99;dngvc9ztpzpg;dngvc9z
-84.63;39.02;dngvfpq7fpk3;dngvfpq
-84.65;39.0;dngvcexxryzv;dngvcex
-87.47;36.67;dn9b9ed61ppg;dn9b9ed
-87.45;36.63;dn9b6h2c5rh5;dn9b6h2
-85.95;37.88;dndzkpv4gzvp;dndzkpv
-84.55;39.05;dngyhhbddpkq;dngyhhb
-84.81;38.18;dng9nn7nxgfm;dng9nn7
-84.9;38.17;dng9hh9sqe6k;dng9hh9
-84.83;38.2;dng9mdhejsq0;dng9mdh
-84.53;38.23;dngckrx1uk2w;dngckrx
-84.56;38.22;dngc7v9r9hxg;dngc7v9
-84.71;39.08;dngy26k19bqe;dngy26k
-84.7;39.07;dngy287r5pbd;dngy287
-84.66;39.06;dngy1w8kyzvz;dngy1w8
-84.66;39.06;dngy1w8kyzvz;dngy1w8
-84.66;39.05;dngy1sb6wzmy;dngy1sb
-84.47;39.03;dngyjc4y4r1g;dngyjc4
-87.47;36.83;dn9c98dq31zy;dn9c98d
-84.55;38.93;dngvknbxdnh3;dngvknb
-85.59;38.21;dng1k7gm2s14;dng1k7g
-85.54;38.22;dng1mmxxts87;dng1mmx
-85.36;38.38;dng63dfexyf2;dng63df
-84.53;37.99;dngbh7z5u38e;dngbh7z
-84.42;38.02;dngbqcr4x3yb;dngbqcr
-84.49;38.03;dngbm7hkb3e7;dngbm7h
-84.53;37.99;dngbh7z5u38e;dngbh7z
-84.5;37.98;dngbj4hcx314;dngbj4h
-84.48;38.0;dngbjtew11rv;dngbjte
-84.42;38.02;dngbqcr4x3yb;dngbqcr
-84.55;37.98;dngbh409d1h6;dngbh40
-84.5;38.05;dngbmnucr3cn;dngbmnu
-84.44;38.0;dngbnt8wj36t;dngbnt8
-84.5;38.03;dngbm5huz395;dngbm5h
-84.49;38.03;dngbm7hkb3e7;dngbm7h
-84.5;38.04;dngbmhuzp61h;dngbmhu
-84.45;38.01;dngbnr92k3np;dngbnr9
-84.53;38.07;dngbs6rju629;dngbs6r
-84.42;38.04;dngbquzpp6nu;dngbquz
-84.56;38.02;dngb7c3691zb;dngb7c3
-84.51;38.03;dngbkgjsy1x5;dngbkgj
-84.55;38.05;dngbknb961uq;dngbknb
-84.52;38.0;dngbhtwqj36t;dngbhtw
-84.51;38.04;dngbkuvxn4ph;dngbkuv
-84.1;37.11;dns5n78jrvxb;dns5n78
-85.56;38.3;dng1vh31et3f;dng1vh3
-85.61;38.25;dng1eghwqkuc;dng1egh
-85.63;38.28;dng1g2wjhkyp;dng1g2w
-85.66;38.25;dng1dg0q3hzc;dng1dg0
-85.76;38.22;dng12mxrxhee;dng12mx
-85.75;38.25;dng18eny2hv9;dng18en
-85.83;38.17;dnfcnuskrgru;dnfcnus
-85.63;38.25;dng1e7nnkky1;dng1e7n
-85.75;38.25;dng18eny2hv9;dng18en
-85.57;38.29;dng1uf3z6mx8;dng1uf3
-85.58;38.23;dng1kxd9ckmw;dng1kxd
-85.62;38.25;dng1eejqmkf9;dng1eej
-85.61;38.25;dng1eghwqkuc;dng1egh
-85.58;38.31;dng1uw4ecmve;dng1uw4
-85.76;38.25;dng187pqrhg9;dng187p
-85.67;38.14;dng0fx1j875q;dng0fx1
-85.67;38.2;dng16d150k72;dng16d1
-85.84;38.15;dnfcn8vpz5ex;dnfcn8v
-85.55;38.24;dng1t32khkyp;dng1t32
-85.76;38.2;dng126p7ph78;dng126p
-85.72;38.24;dng193ks5hyr;dng193k
-85.67;38.21;dng16ecj2k56;dng16ec
-85.56;38.29;dng1v43p7t9b;dng1v43
-85.58;38.25;dng1se4w3kv9;dng1se4
-85.74;38.19;dng12bq0c5xz;dng12bq
-85.52;38.19;dng1mbq0zesx;dng1mbq
-85.51;38.29;dng1y4mx2t90;dng1y4m
-85.59;38.22;dng1kmer8s95;dng1kme
-85.52;38.25;dng1tgnnrsu9;dng1tgn
-85.64;38.26;dng1ejnbeks5;dng1ejn
-85.63;38.28;dng1g2wjhkyp;dng1g2w
-85.63;38.22;dng17mwpskw5;dng17mw
-85.76;38.26;dng18mp2xhee;dng18mp
-85.74;38.19;dng12bq0c5xz;dng12bq
-85.52;38.24;dng1tcqhpsux;dng1tcq
-83.43;38.18;dnu9jw2ns5fv;dnu9jw2
-84.47;39.08;dngymf6cd23g;dngymf6
-84.48;39.09;dngyms5ec0pv;dngyms5
-84.49;39.08;dngym6k38277;dngym6k
